Entity,Code,Year,Augmented Human Development Index (AHDI),World region according to OWID,Augmented Human Development Index (AHDI) (Annotations)
Jamaica,JAM,1880,0.07421404,North America,
Jamaica,JAM,1890,0.095505886,North America,
Jamaica,JAM,1900,0.113737315,North America,
Jamaica,JAM,1913,0.12376122,North America,
Jamaica,JAM,1925,0.13306838,North America,
Jamaica,JAM,1929,0.14204414,North America,
Jamaica,JAM,1933,0.14317419,North America,
Jamaica,JAM,1938,0.15996589,North America,
Jamaica,JAM,1950,0.20431492,North America,
Jamaica,JAM,1955,0.2557206,North America,
Jamaica,JAM,1960,0.2974349,North America,
Jamaica,JAM,1965,0.32664347,North America,
Jamaica,JAM,1970,0.34412727,North America,
Jamaica,JAM,1975,0.362577,North America,
Jamaica,JAM,1980,0.36830246,North America,
Jamaica,JAM,1985,0.3863154,North America,
Jamaica,JAM,1990,0.41756913,North America,
Jamaica,JAM,1995,0.4299467,North America,
Jamaica,JAM,2000,0.44461417,North America,
Jamaica,JAM,2005,0.46809953,North America,
Jamaica,JAM,2010,0.48678204,North America,
Jamaica,JAM,2015,0.50238323,North America,
Jamaica,JAM,2020,0.48793438,North America,
Japan,JPN,1870,0.08203582,Asia,
Japan,JPN,1880,0.09574724,Asia,
Japan,JPN,1890,0.117743514,Asia,
Japan,JPN,1900,0.13904823,Asia,
Japan,JPN,1913,0.15784128,Asia,
Japan,JPN,1925,0.1907719,Asia,
Japan,JPN,1929,0.20849241,Asia,
Japan,JPN,1933,0.21779144,Asia,
Japan,JPN,1938,0.22460924,Asia,
Japan,JPN,1950,0.30436617,Asia,
Japan,JPN,1955,0.41621852,Asia,
Japan,JPN,1960,0.46009457,Asia,
Japan,JPN,1965,0.4946595,Asia,
Japan,JPN,1970,0.54678535,Asia,
Japan,JPN,1975,0.5764051,Asia,
Japan,JPN,1980,0.6115357,Asia,
Japan,JPN,1985,0.6492127,Asia,
Japan,JPN,1990,0.6774869,Asia,
Japan,JPN,1995,0.70965236,Asia,
Japan,JPN,2000,0.74591446,Asia,
Japan,JPN,2005,0.77533066,Asia,
Japan,JPN,2010,0.81048715,Asia,
Japan,JPN,2015,0.8044911,Asia,
Japan,JPN,2020,0.85673577,Asia,
Jordan,JOR,1870,0.029639157,Asia,
Jordan,JOR,1880,0.026436409,Asia,
Jordan,JOR,1890,0.026895735,Asia,
Jordan,JOR,1900,0.02715506,Asia,
Jordan,JOR,1913,0.039280873,Asia,
Jordan,JOR,1925,0.06051149,Asia,
Jordan,JOR,1929,0.07786476,Asia,
Jordan,JOR,1933,0.079753615,Asia,
Jordan,JOR,1938,0.10318808,Asia,
Jordan,JOR,1950,0.12800081,Asia,
Jordan,JOR,1955,0.15579805,Asia,
Jordan,JOR,1960,0.17071392,Asia,
Jordan,JOR,1965,0.18503019,Asia,
Jordan,JOR,1970,0.19850308,Asia,
Jordan,JOR,1975,0.2006097,Asia,
Jordan,JOR,1980,0.22372143,Asia,
Jordan,JOR,1985,0.2697292,Asia,
Jordan,JOR,1990,0.3051302,Asia,
Jordan,JOR,1995,0.32338378,Asia,
Jordan,JOR,2000,0.30615833,Asia,
Jordan,JOR,2005,0.36165822,Asia,
Jordan,JOR,2010,0.37984574,Asia,
Jordan,JOR,2015,0.40547875,Asia,
Jordan,JOR,2020,0.42019212,Asia,
Kazakhstan,KAZ,1980,0.20542738,Asia,
Kazakhstan,KAZ,1985,0.22005513,Asia,
Kazakhstan,KAZ,1990,0.29320455,Asia,
Kazakhstan,KAZ,1995,0.3312817,Asia,
Kazakhstan,KAZ,2000,0.3288019,Asia,
Kazakhstan,KAZ,2005,0.34200603,Asia,
Kazakhstan,KAZ,2010,0.36513728,Asia,
Kazakhstan,KAZ,2015,0.37193784,Asia,
Kazakhstan,KAZ,2020,0.38610065,Asia,
Kenya,KEN,1870,0.021508478,Africa,
Kenya,KEN,1880,0.023429556,Africa,
Kenya,KEN,1890,0.025077704,Africa,
Kenya,KEN,1900,0.032435235,Africa,
Kenya,KEN,1913,0.04019961,Africa,
Kenya,KEN,1925,0.044752773,Africa,
Kenya,KEN,1929,0.04564695,Africa,
Kenya,KEN,1933,0.046692,Africa,
Kenya,KEN,1938,0.05244497,Africa,
Kenya,KEN,1950,0.081975,Africa,
Kenya,KEN,1955,0.09087871,Africa,
Kenya,KEN,1960,0.10687038,Africa,
Kenya,KEN,1965,0.14052011,Africa,
Kenya,KEN,1970,0.14762121,Africa,
Kenya,KEN,1975,0.15963474,Africa,
Kenya,KEN,1980,0.1791786,Africa,
Kenya,KEN,1985,0.1846559,Africa,
Kenya,KEN,1990,0.20299636,Africa,
Kenya,KEN,1995,0.22670034,Africa,
Kenya,KEN,2000,0.23861782,Africa,
Kenya,KEN,2005,0.2738258,Africa,
Kenya,KEN,2010,0.28607628,Africa,
Kenya,KEN,2015,0.30287853,Africa,
Kenya,KEN,2020,0.3073115,Africa,
Kuwait,KWT,1870,0.030263482,Asia,
Kuwait,KWT,1880,0.026911963,Asia,
Kuwait,KWT,1890,0.027302636,Asia,
Kuwait,KWT,1900,0.035922192,Asia,
Kuwait,KWT,1913,0.03930268,Asia,
Kuwait,KWT,1925,0.047216687,Asia,
Kuwait,KWT,1929,0.06255501,Asia,
Kuwait,KWT,1933,0.06702402,Asia,
Kuwait,KWT,1938,0.07019793,Asia,
Kuwait,KWT,1950,0.16594847,Asia,
Kuwait,KWT,1955,0.18140955,Asia,
Kuwait,KWT,1960,0.20136799,Asia,
Kuwait,KWT,1965,0.26062188,Asia,
Kuwait,KWT,1970,0.28642777,Asia,
Kuwait,KWT,1975,0.2951395,Asia,
Kuwait,KWT,1980,0.2656049,Asia,
Kuwait,KWT,1985,0.3392208,Asia,
Kuwait,KWT,1990,0.279517,Asia,
Kuwait,KWT,1995,0.3719415,Asia,
Kuwait,KWT,2000,0.3757607,Asia,
Kuwait,KWT,2005,0.3879826,Asia,
Kuwait,KWT,2010,0.39486802,Asia,
Kuwait,KWT,2015,0.4207736,Asia,
Kuwait,KWT,2020,0.40147272,Asia,
Kyrgyzstan,KGZ,1980,0.19328523,Asia,
Kyrgyzstan,KGZ,1985,0.20645028,Asia,
Kyrgyzstan,KGZ,1990,0.3060199,Asia,
Kyrgyzstan,KGZ,1995,0.3076883,Asia,
Kyrgyzstan,KGZ,2000,0.31648776,Asia,
Kyrgyzstan,KGZ,2005,0.32762814,Asia,
Kyrgyzstan,KGZ,2010,0.36926848,Asia,
Kyrgyzstan,KGZ,2015,0.41885048,Asia,
Kyrgyzstan,KGZ,2020,0.41837358,Asia,
Laos,LAO,1870,0.02240127,Asia,
Laos,LAO,1880,0.022781095,Asia,
Laos,LAO,1890,0.025173768,Asia,
Laos,LAO,1900,0.028183034,Asia,
Laos,LAO,1913,0.028830292,Asia,
Laos,LAO,1925,0.028554158,Asia,
Laos,LAO,1929,0.02863043,Asia,
Laos,LAO,1933,0.03391973,Asia,
Laos,LAO,1938,0.044306185,Asia,
Laos,LAO,1950,0.09113522,Asia,
Laos,LAO,1955,0.09873883,Asia,
Laos,LAO,1960,0.10660412,Asia,
Laos,LAO,1965,0.10307375,Asia,
Laos,LAO,1970,0.11298408,Asia,
Laos,LAO,1975,0.10712504,Asia,
Laos,LAO,1980,0.11690823,Asia,
Laos,LAO,1985,0.12924735,Asia,
Laos,LAO,1990,0.15227313,Asia,
Laos,LAO,1995,0.1610791,Asia,
Laos,LAO,2000,0.17335704,Asia,
Laos,LAO,2005,0.18830146,Asia,
Laos,LAO,2010,0.20544967,Asia,
Laos,LAO,2015,0.21281491,Asia,
Laos,LAO,2020,0.22705473,Asia,
Latin America (AHDI),,1870,0.06499382,,
Latin America (AHDI),,1880,0.068801336,,
Latin America (AHDI),,1890,0.077271946,,
Latin America (AHDI),,1900,0.085105225,,
Latin America (AHDI),,1913,0.10324103,,
Latin America (AHDI),,1925,0.123498574,,
Latin America (AHDI),,1929,0.12903029,,
Latin America (AHDI),,1933,0.12580034,,
Latin America (AHDI),,1938,0.13305652,,
Latin America (AHDI),,1950,0.19027156,,
Latin America (AHDI),,1955,0.20163192,,
Latin America (AHDI),,1960,0.22784337,,
Latin America (AHDI),,1965,0.22304216,,
Latin America (AHDI),,1970,0.22294174,,
Latin America (AHDI),,1975,0.23816012,,
Latin America (AHDI),,1980,0.26257786,,
Latin America (AHDI),,1985,0.31805265,,
Latin America (AHDI),,1990,0.37842008,,
Latin America (AHDI),,1995,0.40581957,,
Latin America (AHDI),,2000,0.4303773,,
Latin America (AHDI),,2005,0.4570628,,
Latin America (AHDI),,2010,0.46668407,,
Latin America (AHDI),,2015,0.47593305,,
Latin America (AHDI),,2020,0.4569037,,
Latvia,LVA,1980,0.21739085,Europe,
Latvia,LVA,1985,0.22986871,Europe,
Latvia,LVA,1990,0.4623103,Europe,
Latvia,LVA,1995,0.4949445,Europe,
Latvia,LVA,2000,0.523361,Europe,
Latvia,LVA,2005,0.55789113,Europe,
Latvia,LVA,2010,0.5732725,Europe,
Latvia,LVA,2015,0.6269924,Europe,
Latvia,LVA,2020,0.6903951,Europe,
Lebanon,LBN,1870,0.03918504,Asia,
Lebanon,LBN,1880,0.03911957,Asia,
Lebanon,LBN,1890,0.04496866,Asia,
Lebanon,LBN,1900,0.049534433,Asia,
Lebanon,LBN,1913,0.070437066,Asia,
Lebanon,LBN,1925,0.1192427,Asia,
Lebanon,LBN,1929,0.13116144,Asia,
Lebanon,LBN,1933,0.1416075,Asia,
Lebanon,LBN,1938,0.1608356,Asia,
Lebanon,LBN,1950,0.19565725,Asia,
Lebanon,LBN,1955,0.21836787,Asia,
Lebanon,LBN,1960,0.22517422,Asia,
Lebanon,LBN,1965,0.2467734,Asia,
Lebanon,LBN,1970,0.26420417,Asia,
Lebanon,LBN,1975,0.27351004,Asia,
Lebanon,LBN,1980,0.28377974,Asia,
Lebanon,LBN,1985,0.29268104,Asia,
Lebanon,LBN,1990,0.28130525,Asia,
Lebanon,LBN,1995,0.32311374,Asia,
Lebanon,LBN,2000,0.339207,Asia,
Lebanon,LBN,2005,0.37552878,Asia,
Lebanon,LBN,2010,0.4241685,Asia,
Lebanon,LBN,2015,0.4301457,Asia,
Lebanon,LBN,2020,0.40147188,Asia,
Lesotho,LSO,1870,0.025371801,Africa,
Lesotho,LSO,1880,0.026577571,Africa,
Lesotho,LSO,1890,0.03531114,Africa,
Lesotho,LSO,1900,0.044841312,Africa,
Lesotho,LSO,1913,0.054496307,Africa,
Lesotho,LSO,1925,0.06347306,Africa,
Lesotho,LSO,1929,0.06737965,Africa,
Lesotho,LSO,1933,0.06951468,Africa,
Lesotho,LSO,1938,0.07784759,Africa,
Lesotho,LSO,1950,0.09818931,Africa,
Lesotho,LSO,1955,0.10768849,Africa,
Lesotho,LSO,1960,0.11821593,Africa,
Lesotho,LSO,1965,0.14427617,Africa,
Lesotho,LSO,1970,0.1434809,Africa,
Lesotho,LSO,1975,0.15605576,Africa,
Lesotho,LSO,1980,0.17089999,Africa,
Lesotho,LSO,1985,0.18005292,Africa,
Lesotho,LSO,1990,0.2079446,Africa,
Lesotho,LSO,1995,0.23645936,Africa,
Lesotho,LSO,2000,0.22597928,Africa,
Lesotho,LSO,2005,0.26748693,Africa,
Lesotho,LSO,2010,0.27455217,Africa,
Lesotho,LSO,2015,0.29283518,Africa,
Lesotho,LSO,2020,0.3077871,Africa,
Liberia,LBR,1870,0.041053385,Africa,
Liberia,LBR,1880,0.041184336,Africa,
Liberia,LBR,1890,0.04258295,Africa,
Liberia,LBR,1900,0.0457761,Africa,
Liberia,LBR,1913,0.06539649,Africa,
Liberia,LBR,1925,0.06967918,Africa,
Liberia,LBR,1929,0.07465572,Africa,
Liberia,LBR,1933,0.07484059,Africa,
Liberia,LBR,1938,0.0837677,Africa,
Liberia,LBR,1950,0.08462178,Africa,
Liberia,LBR,1955,0.089908436,Africa,
Liberia,LBR,1960,0.09885058,Africa,
Liberia,LBR,1965,0.10881041,Africa,
Liberia,LBR,1970,0.12059087,Africa,
Liberia,LBR,1975,0.14432172,Africa,
Liberia,LBR,1980,0.12506604,Africa,
Liberia,LBR,1985,0.14147258,Africa,
Liberia,LBR,1990,0.10792502,Africa,
Liberia,LBR,1995,0.1255758,Africa,
Liberia,LBR,2000,0.17601708,Africa,
Liberia,LBR,2005,0.21610603,Africa,
Liberia,LBR,2010,0.27328354,Africa,
Liberia,LBR,2015,0.27879983,Africa,
Liberia,LBR,2020,0.29302675,Africa,
Libya,LBY,1870,0.016496824,Africa,
Libya,LBY,1880,0.016608214,Africa,
Libya,LBY,1890,0.016920935,Africa,
Libya,LBY,1900,0.018242845,Africa,
Libya,LBY,1913,0.02061797,Africa,
Libya,LBY,1925,0.02353385,Africa,
Libya,LBY,1929,0.026518162,Africa,
Libya,LBY,1933,0.027977237,Africa,
Libya,LBY,1938,0.030342625,Africa,
Libya,LBY,1950,0.06560673,Africa,
Libya,LBY,1955,0.08465373,Africa,
Libya,LBY,1960,0.09885911,Africa,
Libya,LBY,1965,0.12628445,Africa,
Libya,LBY,1970,0.10289096,Africa,
Libya,LBY,1975,0.11657343,Africa,
Libya,LBY,1980,0.16036221,Africa,
Libya,LBY,1985,0.17753504,Africa,
Libya,LBY,1990,0.197437,Africa,
Libya,LBY,1995,0.20571578,Africa,
Libya,LBY,2000,0.21389517,Africa,
Libya,LBY,2005,0.22210395,Africa,
Libya,LBY,2010,0.23617102,Africa,
Libya,LBY,2015,0.2835116,Africa,
Libya,LBY,2020,0.2771623,Africa,
Lithuania,LTU,1980,0.21186641,Europe,
Lithuania,LTU,1985,0.22513603,Europe,
Lithuania,LTU,1990,0.52016443,Europe,
Lithuania,LTU,1995,0.50818354,Europe,
Lithuania,LTU,2000,0.5409508,Europe,
Lithuania,LTU,2005,0.57649094,Europe,
Lithuania,LTU,2010,0.6113937,Europe,
Lithuania,LTU,2015,0.664368,Europe,
Lithuania,LTU,2020,0.70353216,Europe,
Madagascar,MDG,1870,0.024535885,Africa,
Madagascar,MDG,1880,0.026532939,Africa,
Madagascar,MDG,1890,0.027030522,Africa,
Madagascar,MDG,1900,0.04500882,Africa,
Madagascar,MDG,1913,0.04938582,Africa,
Madagascar,MDG,1925,0.05651536,Africa,
Madagascar,MDG,1929,0.059795413,Africa,
Madagascar,MDG,1933,0.062284365,Africa,
Madagascar,MDG,1938,0.06628605,Africa,
Madagascar,MDG,1950,0.08374408,Africa,
Madagascar,MDG,1955,0.092834316,Africa,
Madagascar,MDG,1960,0.10706668,Africa,
Madagascar,MDG,1965,0.120447256,Africa,
Madagascar,MDG,1970,0.12704724,Africa,
Madagascar,MDG,1975,0.12254647,Africa,
Madagascar,MDG,1980,0.12843198,Africa,
Madagascar,MDG,1985,0.13434343,Africa,
Madagascar,MDG,1990,0.15021884,Africa,
Madagascar,MDG,1995,0.208878,Africa,
Madagascar,MDG,2000,0.21207795,Africa,
Madagascar,MDG,2005,0.22384427,Africa,
Madagascar,MDG,2010,0.18001391,Africa,
Madagascar,MDG,2015,0.2541748,Africa,
Madagascar,MDG,2020,0.23945251,Africa,
Malawi,MWI,1870,0.024177888,Africa,
Malawi,MWI,1880,0.024177888,Africa,
Malawi,MWI,1890,0.024177888,Africa,
Malawi,MWI,1900,0.03127576,Africa,
Malawi,MWI,1913,0.034192696,Africa,
Malawi,MWI,1925,0.03686988,Africa,
Malawi,MWI,1929,0.037642963,Africa,
Malawi,MWI,1933,0.041510038,Africa,
Malawi,MWI,1938,0.044653058,Africa,
Malawi,MWI,1950,0.047884867,Africa,
Malawi,MWI,1955,0.056342892,Africa,
Malawi,MWI,1960,0.063949406,Africa,
Malawi,MWI,1965,0.081561916,Africa,
Malawi,MWI,1970,0.08692583,Africa,
Malawi,MWI,1975,0.10055306,Africa,
Malawi,MWI,1980,0.11173261,Africa,
Malawi,MWI,1985,0.12043005,Africa,
Malawi,MWI,1990,0.11852105,Africa,
Malawi,MWI,1995,0.18885222,Africa,
Malawi,MWI,2000,0.19623396,Africa,
Malawi,MWI,2005,0.22247763,Africa,
Malawi,MWI,2010,0.24735804,Africa,
Malawi,MWI,2015,0.26060978,Africa,
Malawi,MWI,2020,0.27261257,Africa,
Malaysia,MYS,1870,0.03614274,Asia,
Malaysia,MYS,1880,0.037283763,Asia,
Malaysia,MYS,1890,0.03849547,Asia,
Malaysia,MYS,1900,0.04396778,Asia,
Malaysia,MYS,1913,0.046537783,Asia,
Malaysia,MYS,1925,0.057123017,Asia,
Malaysia,MYS,1929,0.06900673,Asia,
Malaysia,MYS,1933,0.08116496,Asia,
Malaysia,MYS,1938,0.08874862,Asia,
Malaysia,MYS,1950,0.13588473,Asia,
Malaysia,MYS,1955,0.16139388,Asia,
Malaysia,MYS,1960,0.18161385,Asia,
Malaysia,MYS,1965,0.20246418,Asia,
Malaysia,MYS,1970,0.20304152,Asia,
Malaysia,MYS,1975,0.2483243,Asia,
Malaysia,MYS,1980,0.27968374,Asia,
Malaysia,MYS,1985,0.2968395,Asia,
Malaysia,MYS,1990,0.30989277,Asia,
Malaysia,MYS,1995,0.33868048,Asia,
Malaysia,MYS,2000,0.3529466,Asia,
Malaysia,MYS,2005,0.38841507,Asia,
Malaysia,MYS,2010,0.404395,Asia,
Malaysia,MYS,2015,0.4139533,Asia,
Malaysia,MYS,2020,0.47657886,Asia,
Mali,MLI,1870,0.018072156,Africa,
Mali,MLI,1880,0.018766386,Africa,
Mali,MLI,1890,0.021914339,Africa,
Mali,MLI,1900,0.024226628,Africa,
Mali,MLI,1913,0.024186084,Africa,
Mali,MLI,1925,0.024878172,Africa,
Mali,MLI,1929,0.026584364,Africa,
Mali,MLI,1933,0.030460138,Africa,
Mali,MLI,1938,0.033419296,Africa,
Mali,MLI,1950,0.043206666,Africa,
Mali,MLI,1955,0.047398154,Africa,
Mali,MLI,1960,0.065916434,Africa,
Mali,MLI,1965,0.06929097,Africa,
Mali,MLI,1970,0.06361005,Africa,
Mali,MLI,1975,0.074681364,Africa,
Mali,MLI,1980,0.08960124,Africa,
Mali,MLI,1985,0.09552588,Africa,
Mali,MLI,1990,0.108588666,Africa,
Mali,MLI,1995,0.1487942,Africa,
Mali,MLI,2000,0.15604487,Africa,
Mali,MLI,2005,0.18953134,Africa,
Mali,MLI,2010,0.20341866,Africa,
Mali,MLI,2015,0.21103853,Africa,
Mali,MLI,2020,0.19701828,Africa,
Malta,MLT,1950,0.26678613,Europe,
Malta,MLT,1955,0.28953487,Europe,
Malta,MLT,1960,0.24197023,Europe,
Malta,MLT,1965,0.32807112,Europe,
Malta,MLT,1970,0.36400446,Europe,
Malta,MLT,1975,0.39333293,Europe,
Malta,MLT,1980,0.42230538,Europe,
Malta,MLT,1985,0.4453383,Europe,
Malta,MLT,1990,0.49698603,Europe,
Malta,MLT,1995,0.5354545,Europe,
Malta,MLT,2000,0.5586953,Europe,
Malta,MLT,2005,0.58993226,Europe,
Malta,MLT,2010,0.63909614,Europe,
Malta,MLT,2015,0.67796093,Europe,
Malta,MLT,2020,0.73626685,Europe,
Mauritania,MRT,1870,0.035221223,Africa,
Mauritania,MRT,1880,0.039616663,Africa,
Mauritania,MRT,1890,0.04418654,Africa,
Mauritania,MRT,1900,0.048637893,Africa,
Mauritania,MRT,1913,0.050482254,Africa,
Mauritania,MRT,1925,0.054067053,Africa,
Mauritania,MRT,1929,0.05630278,Africa,
Mauritania,MRT,1933,0.06383406,Africa,
Mauritania,MRT,1938,0.07160811,Africa,
Mauritania,MRT,1950,0.085093915,Africa,
Mauritania,MRT,1955,0.09104109,Africa,
Mauritania,MRT,1960,0.1082974,Africa,
Mauritania,MRT,1965,0.11225933,Africa,
Mauritania,MRT,1970,0.119006395,Africa,
Mauritania,MRT,1975,0.12510172,Africa,
Mauritania,MRT,1980,0.11132211,Africa,
Mauritania,MRT,1985,0.116616964,Africa,
Mauritania,MRT,1990,0.12842812,Africa,
Mauritania,MRT,1995,0.17042813,Africa,
Mauritania,MRT,2000,0.18309228,Africa,
Mauritania,MRT,2005,0.18715553,Africa,
Mauritania,MRT,2010,0.236853,Africa,
Mauritania,MRT,2015,0.22124729,Africa,
Mauritania,MRT,2020,0.23656395,Africa,
Mauritius,MUS,1870,0.068261996,Africa,
Mauritius,MUS,1880,0.07168471,Africa,
Mauritius,MUS,1890,0.07497319,Africa,
Mauritius,MUS,1900,0.09024642,Africa,
Mauritius,MUS,1913,0.0964361,Africa,
Mauritius,MUS,1925,0.10691141,Africa,
Mauritius,MUS,1929,0.11402234,Africa,
Mauritius,MUS,1933,0.11663329,Africa,
Mauritius,MUS,1938,0.1263688,Africa,
Mauritius,MUS,1950,0.2009951,Africa,
Mauritius,MUS,1955,0.22163211,Africa,
Mauritius,MUS,1960,0.23935948,Africa,
Mauritius,MUS,1965,0.27143726,Africa,
Mauritius,MUS,1970,0.31206566,Africa,
Mauritius,MUS,1975,0.33684942,Africa,
Mauritius,MUS,1980,0.36854556,Africa,
Mauritius,MUS,1985,0.39382103,Africa,
Mauritius,MUS,1990,0.42164174,Africa,
Mauritius,MUS,1995,0.44752973,Africa,
Mauritius,MUS,2000,0.46296075,Africa,
Mauritius,MUS,2005,0.48102587,Africa,
Mauritius,MUS,2010,0.5022371,Africa,
Mauritius,MUS,2015,0.541123,Africa,
Mauritius,MUS,2020,0.521109,Africa,
Mexico,MEX,1870,0.054127745,North America,
Mexico,MEX,1880,0.05101662,North America,
Mexico,MEX,1890,0.056612436,North America,
Mexico,MEX,1900,0.05919875,North America,
Mexico,MEX,1913,0.0744888,North America,
Mexico,MEX,1925,0.100354604,North America,
Mexico,MEX,1929,0.095730595,North America,
Mexico,MEX,1933,0.10160864,North America,
Mexico,MEX,1938,0.110819496,North America,
Mexico,MEX,1950,0.15042853,North America,
Mexico,MEX,1955,0.17197394,North America,
Mexico,MEX,1960,0.18408874,North America,
Mexico,MEX,1965,0.19817846,North America,
Mexico,MEX,1970,0.21501087,North America,
Mexico,MEX,1975,0.23108062,North America,
Mexico,MEX,1980,0.25931463,North America,
Mexico,MEX,1985,0.28402013,North America,
Mexico,MEX,1990,0.31961265,North America,
Mexico,MEX,1995,0.36919528,North America,
Mexico,MEX,2000,0.43450096,North America,
Mexico,MEX,2005,0.46626094,North America,
Mexico,MEX,2010,0.4540481,North America,
Mexico,MEX,2015,0.44947195,North America,
Mexico,MEX,2020,0.43466747,North America,
Middle East (AHDI),,1870,0.03533816,,
Middle East (AHDI),,1880,0.03453718,,
Middle East (AHDI),,1890,0.03691306,,
Middle East (AHDI),,1900,0.03957524,,
Middle East (AHDI),,1913,0.048329987,,
Middle East (AHDI),,1925,0.05681195,,
Middle East (AHDI),,1929,0.06481583,,
Middle East (AHDI),,1933,0.07059228,,
Middle East (AHDI),,1938,0.07986042,,
Middle East (AHDI),,1950,0.12472684,,
Middle East (AHDI),,1955,0.13861038,,
Middle East (AHDI),,1960,0.1377088,,
Middle East (AHDI),,1965,0.16709003,,
Middle East (AHDI),,1970,0.1955102,,
Middle East (AHDI),,1975,0.21751519,,
Middle East (AHDI),,1980,0.21331505,,
Middle East (AHDI),,1985,0.23895316,,
Middle East (AHDI),,1990,0.26479828,,
Middle East (AHDI),,1995,0.2882205,,
Middle East (AHDI),,2000,0.31634623,,
Middle East (AHDI),,2005,0.3414063,,
Middle East (AHDI),,2010,0.35254514,,
Middle East (AHDI),,2015,0.346139,,
Middle East (AHDI),,2020,0.3429447,,
Moldova,MDA,1980,0.19587666,Europe,
Moldova,MDA,1985,0.20878787,Europe,
Moldova,MDA,1990,0.39161494,Europe,
Moldova,MDA,1995,0.3892833,Europe,
Moldova,MDA,2000,0.4008245,Europe,
Moldova,MDA,2005,0.39885965,Europe,
Moldova,MDA,2010,0.44919842,Europe,
Moldova,MDA,2015,0.50029993,Europe,
Moldova,MDA,2020,0.50474745,Europe,
Mongolia,MNG,1950,0.077259995,Asia,
Mongolia,MNG,1955,0.09414055,Asia,
Mongolia,MNG,1960,0.107552335,Asia,
Mongolia,MNG,1965,0.1227767,Asia,
Mongolia,MNG,1970,0.13284637,Asia,
Mongolia,MNG,1975,0.15992193,Asia,
Mongolia,MNG,1980,0.17120828,Asia,
Mongolia,MNG,1985,0.18596557,Asia,
Mongolia,MNG,1990,0.2766277,Asia,
Mongolia,MNG,1995,0.34748578,Asia,
Mongolia,MNG,2000,0.35432452,Asia,
Mongolia,MNG,2005,0.38299602,Asia,
Mongolia,MNG,2010,0.41494936,Asia,
Mongolia,MNG,2015,0.44531026,Asia,
Mongolia,MNG,2020,0.45135608,Asia,
Morocco,MAR,1870,0.022232743,Africa,
Morocco,MAR,1880,0.022276403,Africa,
Morocco,MAR,1890,0.022357302,Africa,
Morocco,MAR,1900,0.026886461,Africa,
Morocco,MAR,1913,0.037456024,Africa,
Morocco,MAR,1925,0.04240512,Africa,
Morocco,MAR,1929,0.04621937,Africa,
Morocco,MAR,1933,0.048564274,Africa,
Morocco,MAR,1938,0.05080473,Africa,
Morocco,MAR,1950,0.06788983,Africa,
Morocco,MAR,1955,0.07434414,Africa,
Morocco,MAR,1960,0.08914187,Africa,
Morocco,MAR,1965,0.114857554,Africa,
Morocco,MAR,1970,0.121098295,Africa,
Morocco,MAR,1975,0.12654951,Africa,
Morocco,MAR,1980,0.16018789,Africa,
Morocco,MAR,1985,0.17882715,Africa,
Morocco,MAR,1990,0.19989559,Africa,
Morocco,MAR,1995,0.22293776,Africa,
Morocco,MAR,2000,0.24833986,Africa,
Morocco,MAR,2005,0.26743713,Africa,
Morocco,MAR,2010,0.2861786,Africa,
Morocco,MAR,2015,0.30845228,Africa,
Morocco,MAR,2020,0.32993832,Africa,
Mozambique,MOZ,1870,0.020740608,Africa,
Mozambique,MOZ,1880,0.020783318,Africa,
Mozambique,MOZ,1890,0.020877086,Africa,
Mozambique,MOZ,1900,0.0271077,Africa,
Mozambique,MOZ,1913,0.027870752,Africa,
Mozambique,MOZ,1925,0.027503429,Africa,
Mozambique,MOZ,1929,0.032082368,Africa,
Mozambique,MOZ,1933,0.03454883,Africa,
Mozambique,MOZ,1938,0.039164472,Africa,
Mozambique,MOZ,1950,0.041208174,Africa,
Mozambique,MOZ,1955,0.04781403,Africa,
Mozambique,MOZ,1960,0.052864414,Africa,
Mozambique,MOZ,1965,0.060566247,Africa,
Mozambique,MOZ,1970,0.067134015,Africa,
Mozambique,MOZ,1975,0.08241607,Africa,
Mozambique,MOZ,1980,0.085777216,Africa,
Mozambique,MOZ,1985,0.09436592,Africa,
Mozambique,MOZ,1990,0.12691027,Africa,
Mozambique,MOZ,1995,0.16821246,Africa,
Mozambique,MOZ,2000,0.19000089,Africa,
Mozambique,MOZ,2005,0.1978443,Africa,
Mozambique,MOZ,2010,0.21710007,Africa,
Mozambique,MOZ,2015,0.24879739,Africa,
Mozambique,MOZ,2020,0.23250847,Africa,
Myanmar,MMR,1870,0.025874477,Asia,
Myanmar,MMR,1880,0.02635923,Asia,
Myanmar,MMR,1890,0.038228538,Asia,
Myanmar,MMR,1900,0.05012805,Asia,
Myanmar,MMR,1913,0.062016167,Asia,
Myanmar,MMR,1925,0.08263104,Asia,
Myanmar,MMR,1929,0.087138064,Asia,
Myanmar,MMR,1933,0.090166375,Asia,
Myanmar,MMR,1938,0.09273163,Asia,
Myanmar,MMR,1950,0.10548819,Asia,
Myanmar,MMR,1955,0.13976285,Asia,
Myanmar,MMR,1960,0.15298796,Asia,
Myanmar,MMR,1965,0.082422376,Asia,
Myanmar,MMR,1970,0.087858416,Asia,
Myanmar,MMR,1975,0.102540776,Asia,
Myanmar,MMR,1980,0.12227467,Asia,
Myanmar,MMR,1985,0.13183782,Asia,
Myanmar,MMR,1990,0.11790496,Asia,
Myanmar,MMR,1995,0.11963026,Asia,
Myanmar,MMR,2000,0.12880953,Asia,
Myanmar,MMR,2005,0.13869509,Asia,
