Entity,Code,Year,Augmented Human Development Index (AHDI),World region according to OWID,Augmented Human Development Index (AHDI) (Annotations)
Equatorial Guinea,GNQ,1950,0.051619273,Africa,
Equatorial Guinea,GNQ,1955,0.06332301,Africa,
Equatorial Guinea,GNQ,1960,0.084499724,Africa,
Equatorial Guinea,GNQ,1965,0.09926772,Africa,
Equatorial Guinea,GNQ,1970,0.08445535,Africa,
Equatorial Guinea,GNQ,1975,0.08035871,Africa,
Equatorial Guinea,GNQ,1980,0.10590841,Africa,
Equatorial Guinea,GNQ,1985,0.13401617,Africa,
Equatorial Guinea,GNQ,1990,0.15157004,Africa,
Equatorial Guinea,GNQ,1995,0.16358583,Africa,
Equatorial Guinea,GNQ,2000,0.18401645,Africa,
Equatorial Guinea,GNQ,2005,0.19844304,Africa,
Equatorial Guinea,GNQ,2010,0.20129819,Africa,
Equatorial Guinea,GNQ,2015,0.20681404,Africa,
Equatorial Guinea,GNQ,2020,0.20572552,Africa,
Eritrea,ERI,1950,0.057409,Africa,
Eritrea,ERI,1955,0.063739784,Africa,
Eritrea,ERI,1960,0.06644768,Africa,
Eritrea,ERI,1965,0.057357736,Africa,
Eritrea,ERI,1970,0.061192367,Africa,
Eritrea,ERI,1975,0.05582821,Africa,
Eritrea,ERI,1980,0.058485974,Africa,
Eritrea,ERI,1985,0.06248767,Africa,
Eritrea,ERI,1990,0.07723973,Africa,
Eritrea,ERI,1995,0.11219154,Africa,
Eritrea,ERI,2000,0.110704556,Africa,
Eritrea,ERI,2005,0.09174644,Africa,
Eritrea,ERI,2010,0.094866276,Africa,
Eritrea,ERI,2015,0.1048721,Africa,
Eritrea,ERI,2020,0.11780541,Africa,
Estonia,EST,1980,0.21735092,Europe,
Estonia,EST,1985,0.22950026,Europe,
Estonia,EST,1990,0.51622283,Europe,
Estonia,EST,1995,0.5438574,Europe,
Estonia,EST,2000,0.58956045,Europe,
Estonia,EST,2005,0.61847484,Europe,
Estonia,EST,2010,0.64408046,Europe,
Estonia,EST,2015,0.7108579,Europe,
Estonia,EST,2020,0.7694939,Europe,
Eswatini,SWZ,1870,0.023964504,Africa,
Eswatini,SWZ,1880,0.025371801,Africa,
Eswatini,SWZ,1890,0.03203137,Africa,
Eswatini,SWZ,1900,0.034350086,Africa,
Eswatini,SWZ,1913,0.035035696,Africa,
Eswatini,SWZ,1925,0.04810673,Africa,
Eswatini,SWZ,1929,0.05467225,Africa,
Eswatini,SWZ,1933,0.057245843,Africa,
Eswatini,SWZ,1938,0.06316488,Africa,
Eswatini,SWZ,1950,0.07569773,Africa,
Eswatini,SWZ,1955,0.08447397,Africa,
Eswatini,SWZ,1960,0.09351608,Africa,
Eswatini,SWZ,1965,0.1225216,Africa,
Eswatini,SWZ,1970,0.15125987,Africa,
Eswatini,SWZ,1975,0.15637366,Africa,
Eswatini,SWZ,1980,0.18786958,Africa,
Eswatini,SWZ,1985,0.20494694,Africa,
Eswatini,SWZ,1990,0.22637884,Africa,
Eswatini,SWZ,1995,0.219277,Africa,
Eswatini,SWZ,2000,0.19836159,Africa,
Eswatini,SWZ,2005,0.18803038,Africa,
Eswatini,SWZ,2010,0.20088609,Africa,
Eswatini,SWZ,2015,0.2215723,Africa,
Eswatini,SWZ,2020,0.22663058,Africa,
Ethiopia,ETH,1870,0.01784833,Africa,
Ethiopia,ETH,1880,0.01784833,Africa,
Ethiopia,ETH,1890,0.019016152,Africa,
Ethiopia,ETH,1900,0.01914828,Africa,
Ethiopia,ETH,1913,0.019960456,Africa,
Ethiopia,ETH,1925,0.02011907,Africa,
Ethiopia,ETH,1929,0.023507465,Africa,
Ethiopia,ETH,1933,0.025765035,Africa,
Ethiopia,ETH,1938,0.025123114,Africa,
Ethiopia,ETH,1950,0.032866474,Africa,
Ethiopia,ETH,1955,0.03785694,Africa,
Ethiopia,ETH,1960,0.042886455,Africa,
Ethiopia,ETH,1965,0.049099647,Africa,
Ethiopia,ETH,1970,0.05413229,Africa,
Ethiopia,ETH,1975,0.047280412,Africa,
Ethiopia,ETH,1980,0.053794764,Africa,
Ethiopia,ETH,1985,0.057180658,Africa,
Ethiopia,ETH,1990,0.07327527,Africa,
Ethiopia,ETH,1995,0.10538938,Africa,
Ethiopia,ETH,2000,0.11593177,Africa,
Ethiopia,ETH,2005,0.123320065,Africa,
Ethiopia,ETH,2010,0.1493962,Africa,
Ethiopia,ETH,2015,0.1670708,Africa,
Ethiopia,ETH,2020,0.20608407,Africa,
Finland,FIN,1870,0.12389731,Europe,
Finland,FIN,1880,0.12235316,Europe,
Finland,FIN,1890,0.13565902,Europe,
Finland,FIN,1900,0.13624397,Europe,
Finland,FIN,1913,0.17628576,Europe,
Finland,FIN,1925,0.25596714,Europe,
Finland,FIN,1929,0.2647197,Europe,
Finland,FIN,1933,0.28247482,Europe,
Finland,FIN,1938,0.3130342,Europe,
Finland,FIN,1950,0.39461133,Europe,
Finland,FIN,1955,0.42249712,Europe,
Finland,FIN,1960,0.44777846,Europe,
Finland,FIN,1965,0.45987695,Europe,
Finland,FIN,1970,0.48094192,Europe,
Finland,FIN,1975,0.51387805,Europe,
Finland,FIN,1980,0.55322015,Europe,
Finland,FIN,1985,0.5832792,Europe,
Finland,FIN,1990,0.60952204,Europe,
Finland,FIN,1995,0.6395111,Europe,
Finland,FIN,2000,0.6708083,Europe,
Finland,FIN,2005,0.6967458,Europe,
Finland,FIN,2010,0.7236687,Europe,
Finland,FIN,2015,0.711671,Europe,
Finland,FIN,2020,0.7897714,Europe,
France,FRA,1870,0.17562562,Europe,
France,FRA,1880,0.24136111,Europe,
France,FRA,1890,0.2585364,Europe,
France,FRA,1900,0.27747607,Europe,
France,FRA,1913,0.31569582,Europe,
France,FRA,1925,0.34136778,Europe,
France,FRA,1929,0.3448584,Europe,
France,FRA,1933,0.35607842,Europe,
France,FRA,1938,0.3645869,Europe,
France,FRA,1950,0.43478286,Europe,
France,FRA,1955,0.4486106,Europe,
France,FRA,1960,0.4712469,Europe,
France,FRA,1965,0.46871492,Europe,
France,FRA,1970,0.55122906,Europe,
France,FRA,1975,0.579931,Europe,
France,FRA,1980,0.605722,Europe,
France,FRA,1985,0.6280732,Europe,
France,FRA,1990,0.6508671,Europe,
France,FRA,1995,0.6686529,Europe,
France,FRA,2000,0.69209325,Europe,
France,FRA,2005,0.7227912,Europe,
France,FRA,2010,0.75754553,Europe,
France,FRA,2015,0.7397415,Europe,
France,FRA,2020,0.73278296,Europe,
Gabon,GAB,1870,0.0211571,Africa,
Gabon,GAB,1880,0.02102929,Africa,
Gabon,GAB,1890,0.021088133,Africa,
Gabon,GAB,1900,0.025810065,Africa,
Gabon,GAB,1913,0.031416226,Africa,
Gabon,GAB,1925,0.03125357,Africa,
Gabon,GAB,1929,0.031215427,Africa,
Gabon,GAB,1933,0.037907217,Africa,
Gabon,GAB,1938,0.044441648,Africa,
Gabon,GAB,1950,0.085047215,Africa,
Gabon,GAB,1955,0.103139274,Africa,
Gabon,GAB,1960,0.12786904,Africa,
Gabon,GAB,1965,0.13141909,Africa,
Gabon,GAB,1970,0.14305967,Africa,
Gabon,GAB,1975,0.16313645,Africa,
Gabon,GAB,1980,0.18770744,Africa,
Gabon,GAB,1985,0.20291926,Africa,
Gabon,GAB,1990,0.23254992,Africa,
Gabon,GAB,1995,0.2561142,Africa,
Gabon,GAB,2000,0.25714496,Africa,
Gabon,GAB,2005,0.27961248,Africa,
Gabon,GAB,2010,0.30535874,Africa,
Gabon,GAB,2015,0.3286908,Africa,
Gabon,GAB,2020,0.34294528,Africa,
Gambia,GMB,1870,0.030430675,Africa,
Gambia,GMB,1880,0.031568423,Africa,
Gambia,GMB,1890,0.032743707,Africa,
Gambia,GMB,1900,0.03709666,Africa,
Gambia,GMB,1913,0.042945277,Africa,
Gambia,GMB,1925,0.041750655,Africa,
Gambia,GMB,1929,0.040859807,Africa,
Gambia,GMB,1933,0.039891865,Africa,
Gambia,GMB,1938,0.048606835,Africa,
Gambia,GMB,1950,0.059404537,Africa,
Gambia,GMB,1955,0.06696769,Africa,
Gambia,GMB,1960,0.07590959,Africa,
Gambia,GMB,1965,0.08989879,Africa,
Gambia,GMB,1970,0.10533595,Africa,
Gambia,GMB,1975,0.11638789,Africa,
Gambia,GMB,1980,0.1378768,Africa,
Gambia,GMB,1985,0.15575199,Africa,
Gambia,GMB,1990,0.17472892,Africa,
Gambia,GMB,1995,0.13631654,Africa,
Gambia,GMB,2000,0.15949497,Africa,
Gambia,GMB,2005,0.1682983,Africa,
Gambia,GMB,2010,0.17936632,Africa,
Gambia,GMB,2015,0.17465979,Africa,
Gambia,GMB,2020,0.26892647,Africa,
Georgia,GEO,1980,0.22152534,Asia,
Georgia,GEO,1985,0.23574315,Asia,
Georgia,GEO,1990,0.34049517,Asia,
Georgia,GEO,1995,0.33884844,Asia,
Georgia,GEO,2000,0.36951894,Asia,
Georgia,GEO,2005,0.4518897,Asia,
Georgia,GEO,2010,0.45559654,Asia,
Georgia,GEO,2015,0.5556446,Asia,
Georgia,GEO,2020,0.5664046,Asia,
Germany,DEU,1870,0.17890812,Europe,
Germany,DEU,1880,0.19727308,Europe,
Germany,DEU,1890,0.21678337,Europe,
Germany,DEU,1900,0.23841342,Europe,
Germany,DEU,1913,0.25809705,Europe,
Germany,DEU,1925,0.34451017,Europe,
Germany,DEU,1929,0.36247817,Europe,
Germany,DEU,1933,0.22329837,Europe,
Germany,DEU,1938,0.16122913,Europe,
Germany,DEU,1950,0.46082896,Europe,
Germany,DEU,1955,0.4938883,Europe,
Germany,DEU,1960,0.5192052,Europe,
Germany,DEU,1965,0.55403644,Europe,
Germany,DEU,1970,0.5782502,Europe,
Germany,DEU,1975,0.6075649,Europe,
Germany,DEU,1980,0.6452689,Europe,
Germany,DEU,1985,0.6729425,Europe,
Germany,DEU,1990,0.69752985,Europe,
Germany,DEU,1995,0.71970713,Europe,
Germany,DEU,2000,0.73080254,Europe,
Germany,DEU,2005,0.7496029,Europe,
Germany,DEU,2010,0.7665328,Europe,
Germany,DEU,2015,0.78161836,Europe,
Germany,DEU,2020,0.8373071,Europe,
Ghana,GHA,1870,0.030679684,Africa,
Ghana,GHA,1880,0.03183171,Africa,
Ghana,GHA,1890,0.034144275,Africa,
Ghana,GHA,1900,0.038955938,Africa,
Ghana,GHA,1913,0.04335127,Africa,
Ghana,GHA,1925,0.05201592,Africa,
Ghana,GHA,1929,0.059643112,Africa,
Ghana,GHA,1933,0.06321088,Africa,
Ghana,GHA,1938,0.06733096,Africa,
Ghana,GHA,1950,0.10832065,Africa,
Ghana,GHA,1955,0.13806403,Africa,
Ghana,GHA,1960,0.16259855,Africa,
Ghana,GHA,1965,0.16823436,Africa,
Ghana,GHA,1970,0.20478688,Africa,
Ghana,GHA,1975,0.15987991,Africa,
Ghana,GHA,1980,0.24385259,Africa,
Ghana,GHA,1985,0.16536589,Africa,
Ghana,GHA,1990,0.17833611,Africa,
Ghana,GHA,1995,0.26287577,Africa,
Ghana,GHA,2000,0.29884803,Africa,
Ghana,GHA,2005,0.32560092,Africa,
Ghana,GHA,2010,0.34036058,Africa,
Ghana,GHA,2015,0.37377062,Africa,
Ghana,GHA,2020,0.40519884,Africa,
Greece,GRC,1870,0.11246714,Europe,
Greece,GRC,1880,0.13773154,Europe,
Greece,GRC,1890,0.14934371,Europe,
Greece,GRC,1900,0.15905875,Europe,
Greece,GRC,1913,0.1682595,Europe,
Greece,GRC,1925,0.18393695,Europe,
Greece,GRC,1929,0.21571799,Europe,
Greece,GRC,1933,0.2209426,Europe,
Greece,GRC,1938,0.16624844,Europe,
Greece,GRC,1950,0.26849827,Europe,
Greece,GRC,1955,0.30278358,Europe,
Greece,GRC,1960,0.32343695,Europe,
Greece,GRC,1965,0.350716,Europe,
Greece,GRC,1970,0.2529486,Europe,
Greece,GRC,1975,0.4600546,Europe,
Greece,GRC,1980,0.49927452,Europe,
Greece,GRC,1985,0.5241417,Europe,
Greece,GRC,1990,0.55347675,Europe,
Greece,GRC,1995,0.57916355,Europe,
Greece,GRC,2000,0.6048204,Europe,
Greece,GRC,2005,0.6356295,Europe,
Greece,GRC,2010,0.66228294,Europe,
Greece,GRC,2015,0.6462333,Europe,
Greece,GRC,2020,0.662595,Europe,
Guatemala,GTM,1913,0.058142748,North America,
Guatemala,GTM,1925,0.06498955,North America,
Guatemala,GTM,1929,0.06648188,North America,
Guatemala,GTM,1933,0.06326136,North America,
Guatemala,GTM,1938,0.07168789,North America,
Guatemala,GTM,1950,0.14788641,North America,
Guatemala,GTM,1955,0.11035587,North America,
Guatemala,GTM,1960,0.12262566,North America,
Guatemala,GTM,1965,0.117192246,North America,
Guatemala,GTM,1970,0.13903777,North America,
Guatemala,GTM,1975,0.14712429,North America,
Guatemala,GTM,1980,0.15680946,North America,
Guatemala,GTM,1985,0.16590416,North America,
Guatemala,GTM,1990,0.24284735,North America,
Guatemala,GTM,1995,0.26764008,North America,
Guatemala,GTM,2000,0.3188628,North America,
Guatemala,GTM,2005,0.3260866,North America,
Guatemala,GTM,2010,0.35194036,North America,
Guatemala,GTM,2015,0.383452,North America,
Guatemala,GTM,2020,0.3586319,North America,
Guinea,GIN,1870,0.017053058,Africa,
Guinea,GIN,1880,0.017053058,Africa,
Guinea,GIN,1890,0.017053058,Africa,
Guinea,GIN,1900,0.024224812,Africa,
Guinea,GIN,1913,0.024512118,Africa,
Guinea,GIN,1925,0.024728104,Africa,
Guinea,GIN,1929,0.023553386,Africa,
Guinea,GIN,1933,0.02375386,Africa,
Guinea,GIN,1938,0.024716409,Africa,
Guinea,GIN,1950,0.031876333,Africa,
Guinea,GIN,1955,0.037301935,Africa,
Guinea,GIN,1960,0.042021446,Africa,
Guinea,GIN,1965,0.051832587,Africa,
Guinea,GIN,1970,0.059351496,Africa,
Guinea,GIN,1975,0.066874,Africa,
Guinea,GIN,1980,0.07784529,Africa,
Guinea,GIN,1985,0.085427575,Africa,
Guinea,GIN,1990,0.09461607,Africa,
Guinea,GIN,1995,0.12241202,Africa,
Guinea,GIN,2000,0.13159889,Africa,
Guinea,GIN,2005,0.14569406,Africa,
Guinea,GIN,2010,0.14885965,Africa,
Guinea,GIN,2015,0.16613135,Africa,
Guinea,GIN,2020,0.15343444,Africa,
Guinea-Bissau,GNB,1870,0.017053058,Africa,
Guinea-Bissau,GNB,1880,0.017053058,Africa,
Guinea-Bissau,GNB,1890,0.017053058,Africa,
Guinea-Bissau,GNB,1900,0.019760244,Africa,
Guinea-Bissau,GNB,1913,0.019854976,Africa,
Guinea-Bissau,GNB,1925,0.019854976,Africa,
Guinea-Bissau,GNB,1929,0.020195846,Africa,
Guinea-Bissau,GNB,1933,0.020195846,Africa,
Guinea-Bissau,GNB,1938,0.01976587,Africa,
Guinea-Bissau,GNB,1950,0.02234552,Africa,
Guinea-Bissau,GNB,1955,0.024407635,Africa,
Guinea-Bissau,GNB,1960,0.027734341,Africa,
Guinea-Bissau,GNB,1965,0.03639217,Africa,
Guinea-Bissau,GNB,1970,0.04274015,Africa,
Guinea-Bissau,GNB,1975,0.07177718,Africa,
Guinea-Bissau,GNB,1980,0.078711554,Africa,
Guinea-Bissau,GNB,1985,0.08115105,Africa,
Guinea-Bissau,GNB,1990,0.09270068,Africa,
Guinea-Bissau,GNB,1995,0.14095262,Africa,
Guinea-Bissau,GNB,2000,0.1489893,Africa,
Guinea-Bissau,GNB,2005,0.16730332,Africa,
Guinea-Bissau,GNB,2010,0.18440811,Africa,
Guinea-Bissau,GNB,2015,0.20852634,Africa,
Guinea-Bissau,GNB,2020,0.22906104,Africa,
Guyana,GUY,1950,0.19887474,South America,
Guyana,GUY,1955,0.2032848,South America,
Guyana,GUY,1960,0.23270495,South America,
Guyana,GUY,1965,0.23997852,South America,
Guyana,GUY,1970,0.2519931,South America,
Guyana,GUY,1975,0.2599483,South America,
Guyana,GUY,1980,0.26073715,South America,
Guyana,GUY,1985,0.26244983,South America,
Guyana,GUY,1990,0.2817888,South America,
Guyana,GUY,1995,0.32492658,South America,
Guyana,GUY,2000,0.34903258,South America,
Guyana,GUY,2005,0.36777484,South America,
Guyana,GUY,2010,0.38313776,South America,
Guyana,GUY,2015,0.40301347,South America,
Guyana,GUY,2020,0.4077273,South America,
Haiti,HTI,1950,0.077759795,North America,
Haiti,HTI,1955,0.09854122,North America,
Haiti,HTI,1960,0.07612651,North America,
Haiti,HTI,1965,0.07953373,North America,
Haiti,HTI,1970,0.08489904,North America,
Haiti,HTI,1975,0.09468808,North America,
Haiti,HTI,1980,0.10329149,North America,
Haiti,HTI,1985,0.114041284,North America,
Haiti,HTI,1990,0.13967709,North America,
Haiti,HTI,1995,0.1925009,North America,
Haiti,HTI,2000,0.20843273,North America,
Haiti,HTI,2005,0.16545545,North America,
Haiti,HTI,2010,0.18979828,North America,
Haiti,HTI,2015,0.2395442,North America,
Haiti,HTI,2020,0.24188195,North America,
Honduras,HND,1913,0.08045412,North America,
Honduras,HND,1925,0.09165662,North America,
Honduras,HND,1929,0.09779047,North America,
Honduras,HND,1933,0.094947934,North America,
Honduras,HND,1938,0.092690766,North America,
Honduras,HND,1950,0.121582374,North America,
Honduras,HND,1955,0.116141215,North America,
Honduras,HND,1960,0.1252681,North America,
Honduras,HND,1965,0.12889986,North America,
Honduras,HND,1970,0.141832,North America,
Honduras,HND,1975,0.15046486,North America,
Honduras,HND,1980,0.1787214,North America,
Honduras,HND,1985,0.24081299,North America,
Honduras,HND,1990,0.26662812,North America,
Honduras,HND,1995,0.28889114,North America,
Honduras,HND,2000,0.30524874,North America,
Honduras,HND,2005,0.32013914,North America,
Honduras,HND,2010,0.3024216,North America,
Honduras,HND,2015,0.31952432,North America,
Honduras,HND,2020,0.3244064,North America,
Hong Kong,HKG,1870,0.03782377,Asia,
Hong Kong,HKG,1880,0.03847138,Asia,
Hong Kong,HKG,1890,0.04068534,Asia,
Hong Kong,HKG,1900,0.0685159,Asia,
Hong Kong,HKG,1913,0.09458527,Asia,
Hong Kong,HKG,1925,0.14407347,Asia,
Hong Kong,HKG,1929,0.1576218,Asia,
Hong Kong,HKG,1933,0.1690606,Asia,
Hong Kong,HKG,1938,0.18326916,Asia,
Hong Kong,HKG,1950,0.22899531,Asia,
Hong Kong,HKG,1955,0.24343663,Asia,
Hong Kong,HKG,1960,0.25655773,Asia,
Hong Kong,HKG,1965,0.2804229,Asia,
Hong Kong,HKG,1970,0.30462512,Asia,
Hong Kong,HKG,1975,0.3272993,Asia,
Hong Kong,HKG,1980,0.36958092,Asia,
Hong Kong,HKG,1985,0.3956892,Asia,
Hong Kong,HKG,1990,0.44048187,Asia,
Hong Kong,HKG,1995,0.4852998,Asia,
Hong Kong,HKG,2000,0.5043925,Asia,
Hong Kong,HKG,2005,0.56751704,Asia,
Hong Kong,HKG,2010,0.5991923,Asia,
Hong Kong,HKG,2015,0.62471634,Asia,
Hong Kong,HKG,2020,0.6183592,Asia,
Hungary,HUN,1870,0.126859,Europe,
Hungary,HUN,1880,0.13560718,Europe,
Hungary,HUN,1890,0.15222411,Europe,
Hungary,HUN,1900,0.17260127,Europe,
Hungary,HUN,1913,0.1885551,Europe,
Hungary,HUN,1925,0.2212439,Europe,
Hungary,HUN,1929,0.2332373,Europe,
Hungary,HUN,1933,0.23780419,Europe,
Hungary,HUN,1938,0.25180256,Europe,
Hungary,HUN,1950,0.20427585,Europe,
Hungary,HUN,1955,0.2273609,Europe,
Hungary,HUN,1960,0.24073906,Europe,
Hungary,HUN,1965,0.2633048,Europe,
Hungary,HUN,1970,0.27578825,Europe,
Hungary,HUN,1975,0.28626177,Europe,
Hungary,HUN,1980,0.29620537,Europe,
Hungary,HUN,1985,0.30654487,Europe,
Hungary,HUN,1990,0.5010957,Europe,
Hungary,HUN,1995,0.52156997,Europe,
Hungary,HUN,2000,0.55136305,Europe,
Hungary,HUN,2005,0.5722671,Europe,
Hungary,HUN,2010,0.5732904,Europe,
Hungary,HUN,2015,0.5609312,Europe,
Hungary,HUN,2020,0.5321418,Europe,
Iceland,ISL,1950,0.39519337,Europe,
Iceland,ISL,1955,0.42160627,Europe,
Iceland,ISL,1960,0.44046697,Europe,
Iceland,ISL,1965,0.4583973,Europe,
Iceland,ISL,1970,0.47536615,Europe,
Iceland,ISL,1975,0.5082282,Europe,
Iceland,ISL,1980,0.5440279,Europe,
Iceland,ISL,1985,0.57039475,Europe,
Iceland,ISL,1990,0.60173595,Europe,
Iceland,ISL,1995,0.6207455,Europe,
Iceland,ISL,2000,0.6612536,Europe,
Iceland,ISL,2005,0.703461,Europe,
Iceland,ISL,2010,0.72063375,Europe,
Iceland,ISL,2015,0.76290387,Europe,
Iceland,ISL,2020,0.84497184,Europe,
India,IND,1870,0.03186224,Asia,
India,IND,1880,0.03373348,Asia,
India,IND,1890,0.036294047,Asia,
India,IND,1900,0.0439788,Asia,
India,IND,1913,0.047887452,Asia,
India,IND,1925,0.0633045,Asia,
India,IND,1929,0.06892525,Asia,
India,IND,1933,0.07477988,Asia,
India,IND,1938,0.087540396,Asia,
India,IND,1950,0.12122088,Asia,
India,IND,1955,0.15070686,Asia,
India,IND,1960,0.16486585,Asia,
India,IND,1965,0.17371303,Asia,
India,IND,1970,0.19155592,Asia,
India,IND,1975,0.18143265,Asia,
India,IND,1980,0.22579947,Asia,
India,IND,1985,0.2418916,Asia,
India,IND,1990,0.2617421,Asia,
India,IND,1995,0.28652987,Asia,
India,IND,2000,0.31296283,Asia,
India,IND,2005,0.32908466,Asia,
India,IND,2010,0.34680972,Asia,
India,IND,2015,0.372338,Asia,
India,IND,2020,0.35353443,Asia,
Indonesia,IDN,1870,0.022365715,Asia,
Indonesia,IDN,1880,0.023183577,Asia,
Indonesia,IDN,1890,0.023434319,Asia,
Indonesia,IDN,1900,0.02377605,Asia,
Indonesia,IDN,1913,0.030853644,Asia,
Indonesia,IDN,1925,0.044690847,Asia,
Indonesia,IDN,1929,0.04700116,Asia,
Indonesia,IDN,1933,0.051344696,Asia,
Indonesia,IDN,1938,0.060884554,Asia,
Indonesia,IDN,1950,0.10628076,Asia,
Indonesia,IDN,1955,0.12051818,Asia,
Indonesia,IDN,1960,0.11289188,Asia,
Indonesia,IDN,1965,0.12036966,Asia,
Indonesia,IDN,1970,0.1253389,Asia,
Indonesia,IDN,1975,0.14174032,Asia,
Indonesia,IDN,1980,0.14900696,Asia,
Indonesia,IDN,1985,0.15803373,Asia,
Indonesia,IDN,1990,0.1736476,Asia,
Indonesia,IDN,1995,0.18245925,Asia,
Indonesia,IDN,2000,0.34170926,Asia,
Indonesia,IDN,2005,0.38058218,Asia,
Indonesia,IDN,2010,0.4135189,Asia,
Indonesia,IDN,2015,0.42655224,Asia,
Indonesia,IDN,2020,0.42196304,Asia,
Iran,IRN,1870,0.025188701,Asia,
Iran,IRN,1880,0.02563838,Asia,
Iran,IRN,1890,0.026080433,Asia,
Iran,IRN,1900,0.02651525,Asia,
Iran,IRN,1913,0.034222517,Asia,
Iran,IRN,1925,0.039956085,Asia,
Iran,IRN,1929,0.04327169,Asia,
Iran,IRN,1933,0.046093266,Asia,
Iran,IRN,1938,0.05518862,Asia,
Iran,IRN,1950,0.094632484,Asia,
Iran,IRN,1955,0.08711254,Asia,
Iran,IRN,1960,0.09451583,Asia,
Iran,IRN,1965,0.113438696,Asia,
Iran,IRN,1970,0.13133593,Asia,
Iran,IRN,1975,0.14844958,Asia,
Iran,IRN,1980,0.16622731,Asia,
Iran,IRN,1985,0.18588917,Asia,
Iran,IRN,1990,0.21146148,Asia,
Iran,IRN,1995,0.23987474,Asia,
Iran,IRN,2000,0.27856156,Asia,
Iran,IRN,2005,0.29740503,Asia,
Iran,IRN,2010,0.31397507,Asia,
Iran,IRN,2015,0.34886226,Asia,
Iran,IRN,2020,0.37193736,Asia,
Iraq,IRQ,1870,0.030291079,Asia,
Iraq,IRQ,1880,0.028247029,Asia,
Iraq,IRQ,1890,0.029837126,Asia,
Iraq,IRQ,1900,0.030618312,Asia,
Iraq,IRQ,1913,0.037707627,Asia,
Iraq,IRQ,1925,0.043183267,Asia,
Iraq,IRQ,1929,0.05883446,Asia,
Iraq,IRQ,1933,0.05860976,Asia,
Iraq,IRQ,1938,0.069685616,Asia,
Iraq,IRQ,1950,0.09224343,Asia,
Iraq,IRQ,1955,0.11115499,Asia,
Iraq,IRQ,1960,0.102727525,Asia,
Iraq,IRQ,1965,0.109876,Asia,
Iraq,IRQ,1970,0.12441049,Asia,
Iraq,IRQ,1975,0.14542817,Asia,
Iraq,IRQ,1980,0.15996675,Asia,
Iraq,IRQ,1985,0.18154086,Asia,
Iraq,IRQ,1990,0.1766415,Asia,
Iraq,IRQ,1995,0.17748494,Asia,
Iraq,IRQ,2000,0.19811809,Asia,
Iraq,IRQ,2005,0.2294135,Asia,
Iraq,IRQ,2010,0.30229497,Asia,
Iraq,IRQ,2015,0.30432162,Asia,
Iraq,IRQ,2020,0.31463614,Asia,
Ireland,IRL,1870,0.1814174,Europe,
Ireland,IRL,1880,0.20598052,Europe,
Ireland,IRL,1890,0.23025833,Europe,
Ireland,IRL,1900,0.25435767,Europe,
Ireland,IRL,1913,0.2793789,Europe,
Ireland,IRL,1925,0.33995333,Europe,
Ireland,IRL,1929,0.35300884,Europe,
Ireland,IRL,1933,0.35834208,Europe,
Ireland,IRL,1938,0.3654322,Europe,
Ireland,IRL,1950,0.40299404,Europe,
Ireland,IRL,1955,0.4239366,Europe,
Ireland,IRL,1960,0.44518787,Europe,
Ireland,IRL,1965,0.4633817,Europe,
Ireland,IRL,1970,0.47954714,Europe,
Ireland,IRL,1975,0.49833596,Europe,
Ireland,IRL,1980,0.5110022,Europe,
Ireland,IRL,1985,0.5315342,Europe,
Ireland,IRL,1990,0.55965126,Europe,
Ireland,IRL,1995,0.58195215,Europe,
Ireland,IRL,2000,0.6155785,Europe,
Ireland,IRL,2005,0.6527978,Europe,
Ireland,IRL,2010,0.6805598,Europe,
Ireland,IRL,2015,0.7564534,Europe,
Ireland,IRL,2020,0.7554129,Europe,
Israel,ISR,1950,0.37869492,Asia,
Israel,ISR,1955,0.3934283,Asia,
Israel,ISR,1960,0.41354436,Asia,
Israel,ISR,1965,0.43617684,Asia,
Israel,ISR,1970,0.46677878,Asia,
Israel,ISR,1975,0.5014961,Asia,
Israel,ISR,1980,0.53176767,Asia,
Israel,ISR,1985,0.54784924,Asia,
Israel,ISR,1990,0.57645947,Asia,
Israel,ISR,1995,0.5930118,Asia,
Israel,ISR,2000,0.6167458,Asia,
Israel,ISR,2005,0.6405872,Asia,
Israel,ISR,2010,0.69912386,Asia,
Israel,ISR,2015,0.73618835,Asia,
Israel,ISR,2020,0.7732169,Asia,
Italy,ITA,1870,0.09882083,Europe,
Italy,ITA,1880,0.11382152,Europe,
Italy,ITA,1890,0.1389803,Europe,
Italy,ITA,1900,0.16341224,Europe,
Italy,ITA,1913,0.19702813,Europe,
Italy,ITA,1925,0.14497022,Europe,
Italy,ITA,1929,0.13674368,Europe,
Italy,ITA,1933,0.14573275,Europe,
Italy,ITA,1938,0.14522238,Europe,
Italy,ITA,1950,0.34156173,Europe,
Italy,ITA,1955,0.36555123,Europe,
Italy,ITA,1960,0.39045632,Europe,
Italy,ITA,1965,0.41363168,Europe,
Italy,ITA,1970,0.4442388,Europe,
Italy,ITA,1975,0.46949846,Europe,
Italy,ITA,1980,0.5058289,Europe,
Italy,ITA,1985,0.5368893,Europe,
Italy,ITA,1990,0.5705806,Europe,
Italy,ITA,1995,0.6010666,Europe,
Italy,ITA,2000,0.6386393,Europe,
Italy,ITA,2005,0.6668636,Europe,
Italy,ITA,2010,0.6985852,Europe,
Italy,ITA,2015,0.7063333,Europe,
Italy,ITA,2020,0.6947239,Europe,
Jamaica,JAM,1870,0.0652433,North America,
